Be cool.	Entspann dich!
I thought you were in prison.	Ich dachte, ihr wäret im Gefängnis.
I want to stay here with you.	Ich möchte hier bei dir bleiben.
I want to work at a hospital.	Ich will in einem Krankenhaus arbeiten.
I want you to leave my house.	Ich möchte, dass du mein Haus verlässt.
I want you to read this book.	Ich möchte, dass du dieses Buch liest.
I wasn't expecting you today.	Ich habe Sie heute nicht erwartet.
I went to donate blood today.	Ich bin heute Blut spenden gegangen.
I will deal with them myself.	Ich werde mich persönlich ihrer annehmen.
I will study English at home.	Ich werde zuhause Englisch lernen.
I wish I didn't have to work.	Ich wünschte, ich brauchte nicht zu arbeiten.
I wish we could just ask Tom.	Ich wünschte, wir könnten einfach Tom fragen.
I wish you were here with me.	Ich wünschte, Sie wären hier bei mir.
I'll be there in ten minutes.	Ich werde in zehn Minuten da sein.
I'll let you know beforehand.	Ich gebe euch im Voraus Bescheid.
I'll phone you when I arrive.	Ich rufe dich an, wenn ich ankomme.
I'll phone you when I arrive.	Ich rufe euch an, wenn ich ankomme.
I'm a freelance photographer.	Ich bin freischaffender Fotograf.
I'm calling from Tom's place.	Ich rufe von Tom aus an.
I'm glad things went so well.	Ich freue mich, dass alles so gut gelaufen ist.
I'm not afraid of the future.	Ich habe keine Angst vor der Zukunft.
I'm sick of this hot weather.	Ich halte dieses heiße Wetter nicht mehr aus.
I'm the captain of this ship.	Ich bin der Kapitän dieses Schiffes.
I'm the shortest person here.	Ich bin hier die Kleinste.
I'm tired of your complaints.	Ich bin Ihrer Klagen müde.
I've only had one girlfriend.	Ich hatte erst eine Freundin.
I've seen it a million times.	Das habe ich schon Millionen Mal gesehen.
If I were you, I'd ignore it.	Wenn ich du wäre, würde ich es ignorieren.
In fact, you are quite right.	Tatsächlich liegst du absolut richtig.
Is Tom really a student here?	Studiert Tom wirklich hier?
It is a pity you cannot come.	Es ist schade, dass du nicht kommen kannst.
It is time to feed the sheep.	Es ist Zeit, die Schafe zu füttern.
It looks like it's brand new.	Es sieht brandneu aus.
It rained hard the whole day.	Es hat den ganzen Tag kräftig geregnet.
It seems that he's a student.	Anscheinend ist er ein Schüler.
It was nice meeting you here.	Es war schön, Sie hier zu treffen!
It's difficult to read kanji.	Kanji sind schwer zu lesen.
It's just big enough for Tom.	Es ist für Tom gerade groß genug.
It's never too late to start.	Es ist nie zu spät, um anzufangen.
It's only just the beginning.	Das ist erst der Anfang!
It's pretty hot this morning.	Heute Morgen ist es ziemlich heiß.
It's that time again already.	Es ist schon wieder so weit.
It's well past Tom's bedtime.	Tom sollte schon längst im Bett sein!
It's well past Tom's bedtime.	Tom sollte schon längst im Bette sein!
It's within walking distance.	Man kann zu Fuß hingehen.
James Madison hated the idea.	James Madison hasste die Vorstellung.
Keep doing what you're doing.	Fahre fort mit dem, was du tust!
Let me know if you need help.	Sag Bescheid, wenn du Hilfe brauchst.
Let's just agree to disagree.	Einigen wir uns einfach darauf, dass wir uns nicht einigen.
Let's not waste time arguing.	Lass uns keine Zeit mit Streiten verschwenden.
Make sure you get some sleep.	Sieh zu, dass du etwas Schlaf bekommst.
Mary closed the door quietly.	Marie schloss die Tür vorsichtig.
Maybe I left it on the table.	Vielleicht habe ich’s auf dem Tisch gelassen.
Maybe we should just give up.	Vielleicht sollten wir einfach aufgeben.
Money does not grow on trees.	Geld wächst nicht auf Bäumen.
Most children love ice cream.	Die meisten Kinder mögen Eiscreme.
My feet are a little swollen.	Meine Füße sind ein bisschen geschwollen.
My hands were numb with cold.	Meine Hände sind durch die Kälte taub geworden.
My mother knows Tom's mother.	Meine Mutter kennt Toms Mutter.
My mother's going to kill me.	Meine Mutter bringt mich noch um.
Never confuse pity with love.	Verwechsle nie Mitleid mit Liebe.
Old habits are hard to break.	Alte Gewohnheiten wird man selten los.
Please don't open the window.	Bitte öffnen Sie das Fenster nicht.
Please don't open the window.	Bitte mach das Fenster nicht auf.
Please let in some fresh air.	Bitte lassen Sie etwas frische Luft rein.
Please put those chairs away.	Bitte stellen Sie diese Stühle weg!
Please sit down for a minute.	Bitte setzen Sie sich einen Augenblick.
Right now I'm at the airport.	Ich bin gerade auf dem Flughafen.
She bought a toy for the kid.	Sie kaufte dem Kind ein Spielzeug.
She came to see us yesterday.	Sie kam uns gestern besuchen.
She is proud of her children.	Sie ist stolz auf ihre Kinder.
She laid her baby on the bed.	Sie legte ihr Baby aufs Bett.
Sixty delegates were elected.	Sechzig Delegierte wurden gewählt.
Some people are disappointed.	Einige sind enttäuscht.
Spring is my favorite season.	Meine Lieblingsjahreszeit ist der Frühling.
Spring is my favorite season.	Der Frühling ist meine Lieblingsjahreszeit.
Stop looking at me like that.	Hör auf, mich so anzusehen.
Suddenly, the light went out.	Plötzlich ging das Licht aus.
Take care of the kids for me.	Passen Sie bitte für mich auf die Kinder auf!
Thank you for coming with me.	Danke, dass du mit mir kommst.
That is no business of yours.	Das geht dich nichts an.
That is no business of yours.	Das geht euch nichts an.
That is quite another matter.	Das ist etwas ganz anderes.
That was the answer I wanted.	Das war die Antwort, die ich wollte.
That's none of your business.	Das geht euch nichts an.
That's what I like about Tom.	Das ist es, was ich an Tom mag.
The city was covered in snow.	Die Stadt wurde von Schnee bedeckt.
The dog marked its territory.	Der Hund markierte sein Revier.
The door bolts on the inside.	Die Türe verriegelt die Innenseite.
The girl caught a small fish.	Das Mädchen fing einen kleinen Fisch.
The man slumped to the floor.	Der Mann sackte zusammen und fiel auf den Boden.
The market opens at 9:00 a.m.	Der Markt öffnet um neun Uhr morgens.
The other day I saw the girl.	Neulich habe ich das Mädchen gesehen.
The pirates boarded the ship.	Die Piraten enterten das Schiff.
The result was disappointing.	Das Ergebnis war enttäuschend.
The roof of the house is red.	Das Dach des Hauses ist rot.
The snow will soon disappear.	Der Schnee wird bald verschwinden.
The therapy was unsuccessful.	Die Therapie schlug fehl.
The unspoken question is why.	Die unausgesprochene Frage lautet: „Warum?“
The water was five feet deep.	Das Wasser war anderthalb Meter tief.
There are many dangers ahead.	Viele Gefahren stehen bevor.
There is a scandal about him.	Es besteht über ihn ein Skandal.
There will be some surprises.	Es wird einige Überraschungen geben.
There's only one bullet left.	Es ist nur eine Kugel übrig.
They are much taller than us.	Die sind viel größer als wir.
They aren't happy to see you.	Sie sind nicht glücklich, dich zu sehen.
They forgot to lock the door.	Sie haben vergessen, die Tür abzuschließen.
They formed a new government.	Sie bildeten eine neue Regierung.
They resolved to work harder.	Sie beschlossen, härter zu arbeiten.
This car handles very easily.	Dieses Auto fährt sich gut.
This hill overlooks the city.	Dieser Hügel überragt die Stadt.
This house is too big for us.	Dieses Haus ist für uns zu groß.
This is a very rare specimen.	Dies ist ein sehr seltenes Exemplar.
This is very important to me.	Das ist mir sehr wichtig.
This shirt costs ten dollars.	Dieses Hemd kostet zehn Dollar.
This was Rodica's fifth book.	Das war Rodicas fünftes Buch.
This water is a little salty.	Dieses Wasser ist ein bisschen salzig.
Those apples aren't yet ripe.	Die Äpfel sind noch nicht reif.
Tom and I don't always agree.	Tom und ich sind nicht immer einer Meinung.
Tom and Mary are a lot alike.	Tom und Maria sind sich sehr ähnlich.
Tom and Mary both can't swim.	Tom und Maria können beide nicht schwimmen.
Tom and Mary both looked sad.	Tom und Maria sahen beide traurig aus.
Tom and Mary know each other.	Tom und Maria kennen sich.
Tom and Mary were also there.	Tom und Maria waren auch da.
Tom and Mary were lucky kids.	Tom und Maria hatten es als Kinder gut.
Tom asked me if I were happy.	Tom fragte mich, ob ich glücklich sei.
Tom asked me to cut his hair.	Tom bat mich, ihm die Haare zu schneiden.
Tom bought a camera for Mary.	Tom kaufte Maria eine Kamera.
Tom called Mary up yesterday.	Tom hat Maria gestern angerufen.
Tom claims to be an engineer.	Tom behauptet, Ingenieur zu sein.
Tom didn't even look at Mary.	Tom sah Maria noch nicht einmal an.
Tom doesn't have an umbrella.	Tom hat keinen Regenschirm.
Tom doesn't have any friends.	Tom hat keine Freunde.
Tom doesn't live in the city.	Tom wohnt nicht in der Stadt.
Tom doesn't play video games.	Tom spielt keine Videospiele.
Tom fell into a deep slumber.	Tom fiel in einen tiefen Schlaf.
Tom got up and left the room.	Tom stand auf und verließ das Zimmer.
Tom has a Swiss bank account.	Tom hat ein Konto in der Schweiz.
Tom has been here since 2013.	Tom ist schon seit 2013 hier.
Tom has been sick for a week.	Tom ist seit einer Woche krank.
Tom has bigger hands than me.	Tom hat größere Hände als ich.
Tom has more books than I do.	Tom hat mehr Bücher als ich.
Tom has more money than Mary.	Tom hat mehr Geld als Maria.
Tom has never fallen in love.	Tom hat sich noch nie verliebt.
Tom is Mary's youngest child.	Tom ist Marias Jüngster.
Tom is a corrections officer.	Tom ist Justizvollzugsbeamter.
Tom is counting on your help.	Tom rechnet mit deiner Hilfe.
Tom is going to pay for this.	Das wird Tom büßen!
Tom is going to replace Mary.	Tom wird an Marias Stelle treten.
Tom is looking for his shoes.	Tom sucht seine Schuhe.
Tom is much taller than Mary.	Tom ist viel größer als Maria.
Tom is playing with his toys.	Tom spielt mit seinen Spielsachen.
Tom is probably in Australia.	Tom ist wahrscheinlich in Australien.
Tom is quite good at his job.	Tom ist auf seiner Arbeit ziemlich gut.
Tom is reading the newspaper.	Tom liest gerade die Zeitung.
Tom is suffering from cancer.	Tom leidet an Krebs.
Tom is the expedition leader.	Tom ist der Expeditionsleiter.
Tom is waiting there for you.	Tom wartet dort auf dich.
Tom is waiting there for you.	Tom wartet dort auf euch.
Tom isn't drinking green tea.	Tom trinkt keinen grünen Tee.
Tom isn't going to stop Mary.	Tom wird Mary nicht aufhalten.
Tom just taught me that song.	Tom hat mir dieses Lied gerade beigebracht.
Tom knows how to drive a car.	Tom kann Auto fahren.
Tom knows that I lied to him.	Tom weiß, dass ich ihn angelogen habe.
Tom likes playing basketball.	Tom spielt gerne Basketball.
Tom needs open heart surgery.	Tom muss am offenen Herzen operiert werden.
Tom needs your help to do it.	Tom braucht Ihre Hilfe, um das zu machen.
Tom only got one thing wrong.	Tom hat sich nur in einem geirrt.
Tom passed out from the heat.	Tom ist wegen der Hitze bewusstlos geworden.
Tom planted a row of carrots.	Tom pflanzte eine Reihe Karotten an.
Tom put a knife to my throat.	Tom hielt mir ein Messer an die Kehle.
Tom put the book on the desk.	Tom legte das Buch auf den Schreibtisch.
Tom quit smoking cold turkey.	Tom hat von jetzt auf gleich mit dem Rauchen aufgehört.
Tom refused to talk about it.	Tom weigerte sich, darüber zu sprechen.
Tom runs a company in Boston.	Tom leitet eine Firma in Boston.
Tom says I shouldn't do that.	Tom meint, ich solle das nicht tun.
Tom says Mary can be trusted.	Tom sagt, man könne Maria vertrauen.
Tom says that he detests war.	Tom sagt, dass er Krieg verabscheut.
Tom seemed to be trustworthy.	Tom machte einen vertrauenswürdigen Eindruck.
Tom shouldn't have told Mary.	Das hätte Tom Maria nicht sagen sollen.
Tom tried to open the window.	Tom versuchte, das Fenster zu öffnen.
Tom unlocked his office door.	Tom schloss seine Bürotür auf.
Tom waited more than an hour.	Tom wartete über eine Stunde.
Tom wanted to move to Boston.	Tom wollte nach Boston umziehen.
Tom wants a watch like yours.	Tom will eine Uhr wie deine.
Tom wants to get to know you.	Tom möchte dich kennenlernen.
Tom will wonder where we are.	Tom wird sich wundern, wo wir sind.
Valentine's Day is coming up.	Der Valentinstag steht vor der Tür.
We actually saw the accident.	Wir haben den Unfall tatsächlich gesehen.
We ended up going home early.	Wir sind am Ende früher nach Hause gefahren.
We got a good price for that.	Wir haben einen guten Preis dafür bekommen.
We should all stick together.	Wir sollten alle zusammenhalten.
We were meant for each other.	Wir waren füreinander bestimmt.
We'll come as soon as we can.	Wir kommen, sobald es uns möglich ist.
We'll start tomorrow morning.	Wir fangen morgen früh an.
We've met a few times before.	Wir sind uns schon ein paarmal begegnet.
What advice did Tom give you?	Welchen Rat hat Tom Ihnen erteilt?
What happened to my suitcase?	Was ist mit meinem Koffer passiert?
What time does the club open?	Um wie viel Uhr öffnet der Club?
What would your mother think?	Was dächte eure Mutter?
What's the ambassador's name?	Wie heißt der Botschafter?
What's the secret to success?	Was ist das Geheimnis des Erfolgs?
Where are your grandchildren?	Wo sind eure Enkelkinder?
Where can I do some shopping?	Wo kann ich etwas einkaufen?
Where do you have to do that?	Wo musst du das machen?
Where exactly did you put it?	Wo genau hast du das hingetan?
Where's the closest pharmacy?	Wo ist die nächste Apotheke?
Which one do you like better?	Welches gefällt Ihnen besser?
Who are you looking for, Tom?	Nach wem suchst du, Tom?
Why don't you go in my place?	Warum gehst du nicht an meiner Stelle?
Without you, I'm very lonely.	Ohne dich bin ich sehr einsam.
Would you like coffee or tea?	Möchtet ihr Kaffee oder Tee?
Would you mind if I sat here?	Hättest du etwas dagegen, wenn ich mich hier setzen würde?
You are your own worst enemy.	Du bist dir selbst der ärgste Feind.
You don't need to go at once.	Ihr müsst nicht sofort gehen.
You don't seem too surprised.	Du scheinst nicht allzu überrascht zu sein.
You don't sleep much, do you?	Sie schlafen nicht viel, oder?
You don't want me to do that.	Du willst nicht, dass ich das tue.
You know you can count on me.	Du weißt, dass du auf mich zählen kannst.
You remind me of your father.	Du erinnerst mich an deinen Vater.
